incident parkland (1),incident mass shooting (1),guns ar 15,incident parkland (2),government trump,culture national identity,meta opinions,gun control national identity,meta meta,gun control bans,incident video,gun control legal,guns ammunition,gun control second ammendment (1),guns assault weapons (1),meta meta,incident nyc,gun control background check,gun control second ammendment (2),gun control nra,guns assault weapons (2),guns sales,culture government,incident mass shooting (2),paper,aid,max_top,general
0,0,0.002480107,0,0.006906061,0.020069599,0,0,0,0,0,0.045748074,0.112730282,0,0.000848775,0,0,0,0,0,0.057922116,0,0.010951604,0,huffpo,huffpo84,guns ammunition,guns
0,0,0.213101365,0,0.001965167,0.008192973,0,0,0.027718083,0.025005733,0,0.02210943,0.052236838,0,0,0,0,0,0,0,0.029858008,0,0,0,huffpo,huffpo86,guns ar 15,guns
0,0,0.188190588,0,0.001380121,0.005572017,0.006831713,0.106788551,0,0,0.026466871,0.006329305,0,0,0,0.037130768,0,0,0,0,0,0,0,0,,,guns ar 15,guns
0.057511262,0,0.148972205,0,0.001887948,0,0,0.047873686,0,0.001605065,0.008973083,0,0.078926868,0.12149143,0,0.027531757,0,0.036405274,0,0.022626571,0,0,0,0,huffpo,huffpo91,guns ar 15,guns
0.015938764,0.067452073,0.081032461,0,0.000772421,0,0.00397484,0,0.036623472,0.031355622,0.048406987,0.009529293,0,0,0.052261213,0,0.00535728,0,0.006337199,0.002751711,0.030335386,0,0,0,huffpo,huffpo92,guns ar 15,guns
0,0,0,0.014282088,0,0.004992866,0.005779959,0,0.000742468,0,0,0.044562383,0.002047752,0.060556237,0,0,0,0,0,0,0.155378311,0.030876438,0,0.009999815,,,guns assault weapons (2),guns
0,0,0,0,0.018204563,0.015370532,0.008115503,0,0,0,0.00092137,0.062960081,0,0,0,0,0.007909589,0,0,0.007094022,0.16647042,0,0,0,huffpo,huffpo94,guns assault weapons (2),guns
0.052628648,0,0.047735032,0,0.005385662,0.010901365,0.000741263,0,0,0,0.039786648,0.014774964,0,0,0,0,0,0,0,0,0.104614545,0,0,0,,,guns assault weapons (2),guns
0,0,0,0.003961637,0.003821047,0.013679061,0.008309702,0,0,0,0.029204881,0.016102778,0,0.011171908,0,0.057175454,0,0.031592524,0,0.002947471,0.102491953,0,0,0,huffpo,huffpo97,guns assault weapons (2),guns
0,0,0.000154725,0,0.002032,0,0,0,0,0,0,0.017006096,0.003103185,0,0,0.001553454,0,0.096846401,0.001580833,0.004393741,0.167537205,0.008991602,0.011192482,0,huffpo,huffpo98,guns assault weapons (2),guns
0,0,0,0.014454972,0.006149051,0.012896424,0.010260084,0,0,0,0.024468995,0.022153763,0.019732038,0,0,0,0.001521811,0.003875744,0.001794821,0,0.134119502,0,0,0,huffpo,huffpo100,guns assault weapons (2),guns
0.027593207,0.002870618,0.151015684,0.012595206,0.001241022,0,0.051422913,0.060491446,0.060732942,0.005297949,0.018286676,0.08232651,0.006413013,0,0.008396107,0,0,0,0.002572343,0.039395653,0.036438058,0.020191208,0.034342672,0.005350589,huffpo,huffpo111,guns ar 15,guns
0.038823636,0.062866536,0,0.010938781,0.016263177,0.005103094,0.063822327,0.008429752,0.000388382,0.055426762,0.004854126,0.058005493,0,0,0.168927308,0,0.015635577,0,0.014275486,0.006796705,0,0,0.024826566,0.054633747,huffpo,huffpo133,guns assault weapons (1),guns
0.133390065,0,0,0,0.01689325,0.046452063,0,0,0,0,0,0.015654264,0,0,0,0.009103362,0,0,0,0.008832203,0.09416545,0,0,0,huffpo,huffpo146,guns assault weapons (2),guns
0,0,0.044938781,0.097922476,0,0.008964105,0,0,0,0,0.010863857,0.026883381,0,0,0,0,0,0,0.001231913,0.002614179,0.112876783,0,0.009246685,0.009760062,,,guns assault weapons (2),guns
0,0,0,0,0.029066487,0.010316273,0.001116303,0,0,0.07660995,0.002229741,0.033255377,0,0,0,0,0,0,0,0,0.118734227,0.001830664,0,0,,,guns assault weapons (2),guns
0,0,0,0,0,0.016363123,0,0.106489048,0.098896451,0,0,0.019761489,0,0.075611492,0,0.000219918,0,0,0.001210439,0.00024285,0.126740882,0,0,0,,,guns assault weapons (2),guns
0,0.000665571,0,0,0,0.04158516,0.015007676,0,0,0,0,0.001364782,0.002365978,0,0,0,0.031989977,0.092018139,0,0,0.10323637,0,0,0.003995851,huffpo,huffpo151,guns assault weapons (2),guns
0.021267897,0.005308227,0.056866065,0,0.024189521,0.047705208,0.043199545,0.030852792,0.039724303,0.014023406,0,0,0.001736615,0.006527658,0.024439743,0,0,0.03540112,0,0.068607235,0.127888811,0.00433554,0.015061451,0.014142183,,,guns assault weapons (2),guns
0.016225132,0,0,0,0,0,0.059185501,0.029583531,0,0,0,0,0.109612584,0.107083796,0.008180078,0,0,0.077080043,0.041496475,0.032459774,0,0,0,0.011889854,huffpo,huffpo182,guns ammunition,guns
0.004874517,0.058599617,0,0,0.01403761,0.010250049,0.007981693,0,0,0,0.000935625,0.011831547,0.129498011,0,0.000849283,0,0.000649674,0,0,0,0.018080022,0,0,0,nation,nation0,guns ammunition,guns
0.096030192,0.002676671,0.103247034,0,0,0.008896064,0.042597456,0,0,0,0,0,0,0,0.031938229,0,0,0.067260196,0.010025699,0,0.067570087,0,0.02006533,0,nation,nation2,guns ar 15,guns
0,0,0,0,0.077813512,0.005526527,0,0,0,0,0,0.008341027,0.003569939,0,0,0,0,0.011370764,0.002257419,0,0.180551983,0,0.006647793,0,nation,nation14,guns assault weapons (2),guns
0,0,0,0.001673152,0.008705912,0.00813029,0,0.000199953,0,0,0,0.024827069,0,0,0.003388754,0.002056136,0,0.005395539,0.002070334,0,0.197993797,0,0.013440533,0,nation,nation15,guns assault weapons (2),guns
0,0,0,0,0.040785643,0.006673169,0,0,0,0.014244469,0.006762584,0.03230292,0,0,0,0.05717879,0,0,0.023680123,0,0.182385804,0,0.003817166,0.011502929,,,guns assault weapons (2),guns
0.016214421,0,0.079765007,0,0.007998136,0.003611352,0,0.001513827,0.079109805,0,0,0.003102112,0.144721535,0.006011002,0.027544953,0,0,0,0,0,0.012820855,0.189801187,0,0,nation,nation49,guns sales,guns
0.125994283,0,0,0,0.00913333,0,0.040924611,0.063092019,0,0.000297297,0.025619416,0,0.133665476,0.038678956,0,0.004400382,0.031601325,0.00648307,0.044498959,0.004935199,0.041245236,0.032929248,0,0,nation,nation56,guns ammunition,guns
0,0.005158715,0.006874969,1.19E-05,0,0,0.063815273,0.096892626,0.006613017,0.05023282,0.059269042,0.006257717,0.128586441,0,0.001265197,0.022679244,0.013394064,0,0.000876431,0,0.03134542,0,0.004702923,0.002804254,nation,nation57,guns ammunition,guns
0,0,0.006422528,0,0,0.003232739,0.066854603,0.010031798,0.062211808,0.01163331,0.023468575,0,0.113793364,0,0.032338442,0.020655838,0,0,0,0,0,0,0.000151385,0,nation,nation59,guns ammunition,guns
0.174851803,0.066575498,0,0,0,0,0.018550937,0,0,0,0,0.004346663,0.156307796,0.012572311,0.037458497,0,0.007026314,0,0.024838885,0,0,0.001075067,0,0,nation,nation63,guns ammunition,guns
0.024068782,0.017439336,0.00286814,0.00391577,0.020994479,0.012365656,0.044142792,0.006415206,0,0,0.019099607,0.000348972,0.073124626,0,0.042345439,0,0,0.034637165,0.00498038,0.001296007,0.057011778,0.000261489,0.030065016,0.029292879,nation,nation64,guns ammunition,guns
0,0,0.193464316,0,0.009318017,0,0.010034275,0,0,0,0.014480668,0.002793983,0,0,0.005024289,0.045176382,0,0,0.005417953,0.00988234,0,0.011068527,0,0,nation,nation66,guns ar 15,guns
0,0,0.158521996,0.000722729,0.002565604,0.00147509,0.026908678,0.022702425,0,0,0.06246085,0.021210302,0,0.010322691,0.022074101,0,0.068188526,0,0.010783704,0,0.026438624,0.01099095,0.00222108,0,,,guns ar 15,guns
0,0.0090966,0.183384776,0.003238556,0,0,0,0.037370906,0.008770422,0,0,0.036319235,0.028889945,0,0.036504947,0.018259749,0.058328736,0,0,0,0.047095261,0,0.07940826,0.045584173,nation,nation68,guns ar 15,guns
0,0,0.19318552,0,0,0.000562716,0.03938584,0.079944613,0,0,0.018400115,0.006313622,0.016926931,0.025577174,0,0.009509564,0.001579332,0.000961331,0,0,0,0.007468969,0.00333664,0.009583492,nation,nation70,guns ar 15,guns
0.01212437,0.000703586,0.158729619,0,0,0,0.044679692,0.030407204,0.084246495,0.000792373,0.019296659,0,0.053380502,0.014370852,0.027127307,0,0.009209139,0.002478642,0.023189258,0.015624661,0.069357563,0.011408605,0.009389454,0,nation,nation73,guns ar 15,guns
0.0257954,0.004731163,0.264124328,0.001942585,0,0,0,0,0,0,0.01173158,0,0.023723483,0,0,0.018644288,0,0,0,0,0.073989386,0,0.034070325,0,nation,nation74,guns ar 15,guns
0.013444718,0.001820471,0.144369917,0,0,0,0.041013552,0.03064951,0.084725819,0.00092424,0.019724972,0,0.059254076,0.014236627,0.020922129,0,0.010202286,0.002931585,0.026945733,0.018095171,0.06618825,0.013305349,0.012526093,0,,,guns ar 15,guns
0.079086051,0,0,0,0,0,0.031143815,0.001371045,0,0,0.017107316,0,0.09664998,0,0.086346409,0,0,0,0.050613077,0.003867841,0.114908272,0.034730668,0,0,nation,nation78,guns assault weapons (2),guns
0.045310441,0.035128235,0,0,0.009311365,0,0.048877524,0,0,0,0,0,0,0.024574054,0,0,0,0,0.005365653,0.001878724,0.213962268,0,0,0,nation,nation79,guns assault weapons (2),guns
0,0.1030205,0.000104658,0,0.015374581,0,0.026460162,0.010718248,0,0.041964125,0,0.009419623,0.018696654,0,0.124423505,0,0.016467613,0,0.012653487,0,0.005935853,0.005871982,0,0.072816698,,,guns assault weapons (1),guns
0,0,0,0.0080104,0,0,0.049773098,0,0,0,0.001700536,0.073704187,0.007434035,0,0.12302087,0,0.000568423,0.001023996,0.040654418,0.001009863,0.001766541,0,0.004371856,0.071927734,,,guns assault weapons (1),guns
0.007478069,0.012754202,0.009079883,0,0,0,0.014624023,0.033482903,0,0.013311613,0.002681977,0.099288097,0.000412912,0,0.154569762,0.003624763,0.000159737,0,0.007689958,0,0,0,0,0.079102879,nation,nation91,guns assault weapons (1),guns
0.029936444,0,0.16356415,0.02832423,0.00731844,0,0.043872111,0.007257567,0.003424305,0.007810433,0.01048494,0,0.062239942,0,0.03771441,0,0.015483287,0.004154344,0.005440157,0.002651864,0.009033215,0,0,0,,,guns ar 15,guns
0,0,0.047941684,0,0,0,0.071269445,0.005725216,0.003654648,0,0.011725746,0.027400773,0,0,0.041055907,0.060527284,0.007431186,0,0.000671907,0.001960938,0.086618661,0.081143147,0.018087829,0.022629714,,,guns assault weapons (2),guns
0,0.00371833,0.05382692,0.003296994,0.002333786,0,0.010027885,0.006971177,0.007406705,0.102060909,0.025921938,0.005000706,0.127903364,0,0.008641056,0,0,0,0.025292354,0.019164019,0.03997896,0.007159446,0,0,nation,nation97,guns ammunition,guns
0,0.077063641,0,0,0,0,0.007693871,0.021915139,0,0.009613199,0.044804751,0.049634694,0.00904097,0,0.10600118,0,0.001791476,0,0.004959078,0,0,0,0,0.064711638,wsj,wsj1,guns assault weapons (1),guns
0.160263129,0.006400117,0,0,0.005959411,0,0.008925641,0.017789994,0,0.002630344,0.012866599,0,0.133552232,0.015807271,0,0,0.014897509,0.093146744,0,0,0,0,0,0.015869383,wsj,wsj5,guns ammunition,guns
0.134867992,0.047392388,0,0,0,0,0.028166296,0.00969129,0,0,0,0.003154103,0.105956872,0.005672134,0,0,0,0,0.069581828,0,0.031495472,0,0,0.004757297,wsj,wsj6,guns ammunition,guns
0.00934554,0.044609217,0,0.010517444,0.003425677,0,0.056439727,0.010165389,0,0.022883093,0,0.011763364,0.109879887,0,0.111549007,0.036125899,0.015027018,0.030738103,0,0.020843396,0,0,0,0.008773383,wsj,wsj7,guns assault weapons (1),guns
0,0,0.008236939,0,0,0.008918431,0.034113897,0.067625154,0,0.013233491,0.032421398,0,0.036480819,0.002236781,0.101560169,0,0.006888234,0,0,0.060784671,0.008046905,0,0.001628383,0.077706862,wsj,wsj8,guns assault weapons (1),guns
0,0.011379365,0,0.012178986,0.024573608,0.001497435,0.022921426,0.034740939,0.002269933,0.022432639,0.033858174,0.016847894,0.171635303,0.053253736,0.011639685,0,0.017377379,0.003335128,0,0,0,0.08757833,0,0,wsj,wsj9,guns ammunition,guns
0.097456932,0.027274948,0,0,0.001566048,0,0.052202261,0.059253007,0.001338157,0.029400165,0.000533049,0,0.082808588,0.027704899,0.128968634,0.004326719,0.021811541,0.006244041,0.012871713,0,0.007113334,0.00124816,0,0.048220666,wsj,wsj12,guns assault weapons (1),guns
0.012295614,0,0.030340536,0.076962762,0,0,0.016518499,0.043115359,0.020098506,0,0,0.042709247,0.06678035,0.036792529,0.111570616,0,0.015324828,0,0.006273961,0,0.02889491,0.042765717,0.003700008,0.04073292,wsj,wsj13,guns assault weapons (1),guns
0.028430295,0,0.035754908,0,0.002061019,0,0.064640299,0.027608678,0.004538329,0.011974134,0.001248394,0,0.062731244,0,0.166238043,0,0,0.002926092,0,0.009675428,0,0.117598129,0,0.006985778,wsj,wsj14,guns assault weapons (1),guns
0,0.054259715,0.114919533,0,0.004321721,0.007114343,0.000524546,0.015729298,0.004546042,0.00095421,0.011522211,0,0.039420338,0.099364209,0.012791279,0.015004825,0,0,0.005493088,0.034968267,0.010780017,0.09994213,0,0,wsj,wsj15,guns ar 15,guns
0.042003943,0.004643784,0.158586723,0,0,0,0.031093495,0.051835186,0.037034758,0,0,0,0.038427702,0,0.01103569,0.007488117,0.152642314,0,0.000420355,0.010262856,0.046673888,0.005686893,0,0,wsj,wsj16,guns ar 15,guns
0.10625347,0,0.034303025,0,0,0,0.068402424,0.017351255,0.024875419,0.015428519,0.005962575,0,0.156415511,0.051152838,0.020906294,0.02784597,0,0,0.022490501,0,0,0.016332063,0,0,wsj,wsj17,guns ammunition,guns
0.133766636,0.077966201,0.081108287,0,0,0,0,0.002446432,0,0.020518504,0.025970013,0.005263745,0,0.003419301,0.078895578,0.014934552,0.002531036,0,0.007170824,4.05E-05,0,0.015421349,0,0,wsj,wsj18,guns ar 15,guns
0,0.065019656,0.095731736,0,0,0.005286073,0.026010838,0.006981047,0,0,0.004151495,0.015372862,0.008075816,0,0.06666547,0,0.005295853,0.000175463,0,0,0.020436713,0.02331919,0.004615121,0.072381759,wsj,wsj19,guns ar 15,guns
0,0,0.162508388,0,0,0,0.018062734,0.057554964,0,0.026453532,0,0.051478239,0,0,0.04444716,0.023572619,0.085809619,0,0.004625994,0.000110768,0,0,0,0.058653948,wsj,wsj20,guns ar 15,guns
0,0,0.097460966,0,0,0,0.017021262,0.015696925,0.001002057,0.022742307,0.080099526,0.023309261,0,0.00165339,0.082118578,0,0.03635761,0,0.010309531,0,0.055054896,0,0,0,wsj,wsj21,guns ar 15,guns
0.004214403,0,0.130550706,0,0.007797485,0,0.035838738,0.002871456,0,0,0.071554417,0.000347877,0,0,0.065260104,0,0,0,0.00089788,0,0.020470978,0.035897127,0,0.000886869,wsj,wsj22,guns ar 15,guns
0.021842695,0,0,0,0.014072253,0.005222747,0.015651555,0,0,0,0.023118809,0.019740911,0.010484828,0.002646406,0.023865865,0.022319136,0.050376434,0.00609997,0,0,0.096497278,0.014440196,0.068136324,0.007004564,wsj,wsj26,guns assault weapons (2),guns
0,0.022759416,0,0.005915323,0,0.000286376,0,0.006546753,0.009458764,0.010254927,0.019019007,0.081983397,0.002240005,0,0.196104811,0.017044275,0.003371884,0.01844576,0.051644037,0,0.006593363,0,0.006444613,0.021644838,wsj,wsj29,guns assault weapons (1),guns
0,0,0,0,0.002565769,0.00250911,0.100006464,0,0,0,0,0.07625377,0,0,0.12384697,0,0,0.027983941,0,0,0,0.011023528,0.029869794,0.022146113,wsj,wsj32,guns assault weapons (1),guns
0,0,0.000898948,0,0.003850573,0,0.073036932,0.026316902,0,0.026489721,0,0.043630917,0.063582523,0.06460254,0.098618086,0,0.005619688,0.000762398,0,0,0.027801954,0,0,0,wsj,wsj39,guns assault weapons (1),guns
0.01201935,0.027761155,0.029867065,0,0,0,0.025851171,0.079321859,0.028234567,0.071620993,0,0.011982834,0.142292797,0.046500612,0.018428482,0.018323063,0,0,0,0.006860202,0,0,0,0.058105041,wsj,wsj41,guns ammunition,guns
0.014073164,0.000883234,0.136994218,0,0,0.084836487,0.062958652,0,0.015318588,0,0.023203801,0.001663335,0.022038736,0.009660376,0.024598788,0.013993606,0,0,0.045760012,0.003103813,0.036607864,0,0.021085165,0.002419542,wsj,wsj43,guns ar 15,guns
0,0.014213096,0.198522204,0,0,0,0.042666548,0,0,0.044329994,0.001704865,0.028515012,0.018102804,0,0.031011423,0,0,0,0,0,0.040346497,0,0.075563103,0.027264382,wsj,wsj44,guns ar 15,guns
0,0.005209942,0.029120722,0.002425153,0,0,0.029693933,0.057005265,0,0.023585114,0.001156713,0.00149987,0.099799205,0,0,0,0.028178067,0.000923142,0.007804687,0,0,0.07654403,0,0.023852863,wsj,wsj54,guns ammunition,guns
0.084280117,0.018909109,0.057821698,0.031743308,0.025083299,0.013504752,0.04506375,0,0,0.057396026,0.044331862,0,0.03698044,0,0.060346935,0,0,0,0.033808881,0.012631263,0.027928731,0,0,0.027980058,wsj,wsj55,guns assault weapons (1),guns
0.02235006,0,0.007182668,0.008599229,0.022123919,0,0.008500831,0.048901443,0.001389626,0,0,0.004975351,0.24986721,0,0.001671582,0,0.052120556,0.001525137,0.003158909,0,0,0,0.026625055,0.029416629,wsj,wsj61,guns ammunition,guns
0.137080771,0.025034388,0.008286813,0,0.012833303,0.000975354,0.018676738,0.009056658,0.010801745,0.001476999,0.073447486,0,0.041991717,0,0.006136979,0,0.070985077,0,0.039781574,0.003262627,0,0.1029457,0.022069494,0,wsj,wsj62,guns sales,guns
0.085321451,0.100572659,0.013517503,0,0.005715752,0.000278438,0.060333778,0.027148537,0,0,0.01830664,0,0.103742728,0.00523815,0.031836729,0.025394453,0.037900717,0.003827274,0.017115119,0.029544035,0.009470279,0,0,0.043960109,wsj,wsj64,guns ammunition,guns
0.047458937,0.06070033,0.163709261,0,0.008419014,0,0.034154035,0.045669605,0,0.015939246,0.021637257,0.072961222,0.004470505,0,0.022154884,0.015281405,0.001701607,0,0.000586944,0,0.040631051,0,0.003792236,0.039433818,wsj,wsj70,guns ar 15,guns
0.010662985,0,0.136755203,0,0.035902005,0.000748881,0.02447633,0.046394019,0,0,0.06201318,0.004157166,0,0.047502608,0,0,0,0,0,0,0,0,0,0,wsj,wsj72,guns ar 15,guns
0,0,0.175344148,0,0,0,0.134389343,0.020836587,0,0.002132417,0,0.006420959,0.00405885,0,0.00655925,0.031008656,0.016500053,0,0.012337662,0.008994973,0.00615259,0.045771631,0,0,wsj,wsj74,guns ar 15,guns
0.01782259,0.013862522,0.174958487,0.00493789,0.003317004,0.001867409,0.010630871,0.001361179,0.040030111,0,0.007631702,0.010734404,0,0,0.046078617,0.020122997,0.050632997,0.005300566,0,0,0.053273932,0,0.02444162,0.025242089,wsj,wsj75,guns ar 15,guns
0.000857924,0.002795355,0.017546191,0,0.010881231,0.000500899,0.051211201,0,0.041193007,0.012262863,0.027035897,0,0.000364814,0.015605787,0,0.014503315,0.018758525,0,0.00443667,0,0.089611063,0,0,0.009031626,wsj,wsj77,guns assault weapons (2),guns
0,0.024672236,0,0.004835316,0,0,0.019512705,0.009520671,0.003475249,0.032018597,0.009602958,0.09973364,0,0,0.18986961,0.021014205,0.016325695,0,0,0.001407022,0,0,0.017647229,0.095717916,wsj,wsj91,guns assault weapons (1),guns
0.039047184,0,0.138014165,0,0,0,0.088121554,0,0.00303135,0.01325968,0,0,0.041057652,0.000491902,0,0.028549566,0.047937795,0,0.04391484,0.01604168,0.028042368,0.012592053,0,0,wsj,wsj92,guns ar 15,guns
0.009264452,0,0.020963657,0,0.004573756,0,0.076567066,0.008606756,0,0.0496732,0.015815729,0,0.083101405,0,0.10456826,0.022709652,0.009178147,0,0.011384826,0.003295201,0.120815147,0.032444224,0,0.05797131,wsj,wsj93,guns assault weapons (2),guns
0,0.052750933,0.039898453,0,0.030680134,0,0.058549923,0.022193363,0,0.037949358,0.0072174,0.031733989,0,0,0.139575692,0,0.008853122,0.006685674,0,0.020668438,0.004693751,0.013920517,0.004139193,0,wsj,wsj94,guns assault weapons (1),guns
0,0.085664978,0.037855194,0,0.001010394,0,0,0,0.001320924,0,0,0.08315527,0.008492919,0,0.126910649,0,0.00168991,0,0.010193894,0.001068471,0,0.009655056,0.009785903,0,wsj,wsj96,guns assault weapons (1),guns
0,0.043734896,0.195982066,0,0,0,0.022608895,0,0,0.012204283,0,0,0.053539798,0,0.027412198,0.048280604,0,0,0.011820779,0.04113064,0.003240115,0.091162724,0,0.005373601,wsj,wsj98,guns ar 15,guns
0,0,0.04773065,0.001596189,0.000901877,0,0.074060947,0.06049944,0,0.004935075,0,0.02957132,0.059179163,0.026188619,0.037515758,0.012126042,0.007709816,0.002673618,0,0,0.032388366,0.082748653,0.008036519,0.007901352,wsj,wsj99,guns sales,guns
0.028610137,0,0,0,0,0.00728744,0.064905983,0.05306852,0,0,0,0.025485845,0.023724517,0.000215953,0.092600153,0,0.005355564,0,0,0.016760104,0.013005569,0.014227149,0.013621038,0.025142994,wsj,wsj101,guns assault weapons (1),guns
0.045121199,0.00237864,0,0.006134362,0.014269998,0.000918048,0,0.037753077,0.0099816,0.045746551,0.003072572,0.010857085,0.201857861,0.012607652,0.009354903,0,0,0.004802281,0,0.010665321,0.042760736,0,0.066137735,0,wsj,wsj103,guns ammunition,guns
0.017220767,0.019764832,0.064101311,0,0.017911748,0,0.028991939,0.029609699,0.074717153,0.027077159,0,0,0.010474575,0,0,0.005989065,0.008684325,0,0.027643711,0.009552369,0.091510257,0.014748782,0,0.056082018,wsj,wsj113,guns assault weapons (2),guns
0.013434748,0,0,0.058396012,0.020469843,0.00303405,0.003012774,0.121036316,0,0.013290658,0.010421712,0,0.01122545,0.017915396,0.034354673,0.005381328,0.022429351,0.000891944,0,0.007896377,0.01680014,0.234598909,0,0,wsj,wsj117,guns sales,guns
0,0,0.128812323,0.075872033,0,0.000284836,0.006531271,0.03514241,0,0,0,0,0,0,0,0.000225581,0,0,0,0,0,0.13778054,0,0.029078387,wsj,wsj118,guns sales,guns
0,0,0,0.065243402,0.007576099,0,0,0.028234521,0,0.01029095,0,0.002347988,0.053889474,0,0,0,0,0,0,0,0,0.240519934,0.015180187,0,wsj,wsj124,guns sales,guns
0,0,0,0.086524157,0.014640627,0.004269233,0,0.056359259,0.00341998,0.030231782,0,0,0.045986884,0,0.115233234,0,0,0.003777191,0,0,0,0.014523837,0.029144189,0.071282404,wsj,wsj129,guns assault weapons (1),guns
0.058365841,0,0.094264249,0,0,0,0,0,0.009112951,0.003093255,0,0.006487002,0.067117269,0,0.104594138,0,0,0,0,0,0.073558861,0,0.025298612,0.005052138,wsj,wsj132,guns assault weapons (1),guns
0,0,0,0,0.003491453,0,0.018535518,0,0,0,0,0.000717146,0,0,0.01936945,0,0.100700932,0,0,0,0.100707513,0,0,0.002868385,wsj,wsj144,guns assault weapons (2),guns
0,0,0.012525766,0,0.012000367,7.57E-05,0.036165212,0,0.007396583,0,0,0,0.001105519,0,0.062836973,0,0,0,0,0.00042544,0.002862803,0,0,0,wsj,wsj147,guns assault weapons (1),guns
0.000133247,0,0,0.012250771,0,0,0.034074524,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001252238,0.175515662,0,0.055745451,wsj,wsj150,guns sales,guns
0.016386154,0.006485332,0,0,0.008929053,0,0.058580105,0,0,0.015951359,0.002549186,0.002186879,0.002913962,0,0.070703598,0.008135903,0.017388916,0,0,0,0.010800665,0.239508602,0,0,wsj,wsj151,guns sales,guns
0,0,0,0.004566031,0.001776753,0,0.075351638,0,0,0.002596069,0.015740757,0.01435829,0,0,0.100103658,0.022302962,0.000101402,0.079566542,0,0.022339073,0,0,0.016378959,0.053727346,wsj,wsj157,guns assault weapons (1),guns
0.051015873,0,0.109643794,0.006980367,0,0,0.016014621,0.024208956,0,0,0,0.020800597,0.013386562,0.002335926,0.005624811,0,0,0.005059649,0.006545938,0,0.117448626,0,0.000431523,0.061550245,wsj,wsj160,guns assault weapons (2),guns
0,0,0.096713265,0,0,0,0,0.039631474,0.074332944,0,0,0,0.0015188,0,0.12797396,0,0,0,0.001157235,0.009457652,0,0,0,0,,,guns assault weapons (1),guns
0,0,0,0,0.00340663,0,0.058124414,0.036348999,0,0.028106575,0,0.002197802,4.06E-05,0,0.047841201,0,0,0,0,0,0,0.151721188,0.016386658,0,npr,npr1,guns sales,guns
0,0,0.013826881,0.070255576,0.007303275,0,0.023577412,0.093768799,0.00926061,0.001352811,0.034867501,0,0.099102839,0,0,0,0,0.004745918,0.009485271,0.03668071,0,0.000999902,0.00551043,0,npr,npr3,guns ammunition,guns
0.032339024,0.003765251,0,0,0.018360633,0,0.093871802,0.031160207,0,0,0,0.01240833,0.112827822,0,0.008444172,0.026722091,0,0.002883177,0,0,0.062437403,0.03201196,0.002632044,0.007482265,npr,npr14,guns ammunition,guns
0.001818775,0.004736945,0.001820638,0,0.00056946,0.003668789,0,0,0,0,0,0,0,0,0.017951463,0,0,0.000340059,0,0.005365925,0,0,0,0.008465635,npr,npr19,guns assault weapons (1),guns
0.002046461,0.011243621,0.003163128,0.005413248,0.000679862,0,0.011299359,0,0,0.084816469,0,0,0,0,0.012988798,0,0.040964674,0,0.012181768,0,0.136483315,0.001652306,0.026226528,0,npr,npr24,guns assault weapons (2),guns
0,0,0,0,0,0,0,0,0,0,0.004111309,0.016571004,0,0,0,0,0,0,0,0,0.211668358,0,0,0,npr,npr26,guns assault weapons (2),guns
0,0,0.002826416,0,0,0,0.018637613,0,0,0,0,0.065304848,0,0.001204252,0.114440091,0,0,0,0.010275432,0,0.024250281,0.006707873,0.024975688,0,,,guns assault weapons (1),guns
0.04402328,0,0,0,0,0.006473189,0.008500915,0,0,0.014105143,0,0.012643016,0,0,0.134308987,0,0,0,0.002682021,0.034454662,0,0.019087353,0.129742071,0.04639112,npr,npr36,guns assault weapons (1),guns
0.037853505,0,0,0,0.002757523,0,0.02429661,0,0,0.049625641,0.004072044,0.014540569,0,0,0.05314519,0.003248975,0,0.006713934,0,0.036204525,0.006214944,0.005398419,0.012667654,0,npr,npr51,guns assault weapons (1),guns
0,0,0.000422822,0,0.022080992,0,0,0,0,0,0,0,0,0.015654721,0.089875365,0,0,0,0,0.000126609,0.002134096,0.103249103,0,0.0689853,,,guns sales,guns
0,0,0,0,0,0,0.021178869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213711657,0,0.059959328,npr,npr55,guns sales,guns
0.045128571,0,0.004571511,0,0,0.011018034,0,0,0.009333349,0,0,0,0,0.020159226,0.055619702,0,0,0.052715014,0,0,0.123244009,0.005400769,0.043406009,0.061764921,npr,npr61,guns assault weapons (2),guns
0.088840227,0,0,0.007834972,0.002587168,0,0.049236374,0.013865595,0,0,0.004404621,0,0.118464179,0,0,0,0,0.010899399,0,0,0.005777826,0,0.003637915,0,npr,npr67,guns ammunition,guns
0.004536397,0,0.014522295,0,0.004099225,0,0,0,0.053046739,0,0,0,0.058577812,0,0.156398279,0,0,0,0.002798995,0,0.050701378,0,0.001161079,0.054777137,npr,npr68,guns assault weapons (1),guns
0.089775593,0,0.000687291,0.013346289,0.047482077,0,0,0,0,0,0.011121863,0.002278308,0.060995028,0,0,0.000627998,0,0.045249289,0.003197632,0.018954022,0.012459568,0.000759444,0.011037728,0.004414531,npr,npr70,guns ammunition,guns
0.080475807,0,0,0,0.009000029,0,0.004448213,0,0,0,0,0,0,0,0.070784937,0,0.002257182,0,0,0,0.02307222,0.007228251,0.02188989,0.053640782,,,guns assault weapons (1),guns
